contract_id,page_area,name,content
9,161,item 46,Box -- Commission Deduction (from Agency)
9,162,item 47,"If electing paper check, please make check payable to Allstate Insurance Company, and mail to:
Allstate Insurance Company, 2775 Sanders Rd., Northbrook, Il 60062 Attn: Allstate Lending Connection®, Suite B2S"
9,163,item 48,"<b><u>Acknowledgement by Agent:</u></b>
I acknowledge that the information provided on this Assignment Processing Fee Declaration is correct. I further understand that if a paper check for the Assignment of Commission Processing Fee is returned for any reason, the Assignment of Commission may be terminated.


If automatic deduction is selected above, I authorize Allstate to deduct the funds from my monthly commissions in the Commencement Month (the month that assignment of commission payments to my lender begins under my R3001 entity). I understand that if there are insufficient commissions to cover the entire amount of the processing fee in the Commencement Month the balance will be taken from subsequent months until the full balance of the processing fee is reached."
9,164,item 49,"Print Agent Name:_______________________________________________


Agent Signature:________________________________________________"
9,165,item 50,Date:_______________________________________________
9,166,item 51,"<b>Acknowledgement by Lender: </b>
I acknowledge that the information provided on this Assignment Processing Fee Declaration is correct. I further understand that if a paper check for the Assignment of Commission Processing Fee is returned for any reason, the Assignment of Commission may be terminated."
9,167,item 52,Print Lender Authorized Rep Name: _______________________________________________
9,168,item 53,Lender Authorized Rep Signature: _______________________________________________
9,169,item 54,Date: _______________________________________________
9,170,footer,"© 2015 Allstate Insurance Company                                                9 of 9, AOC                                                                  07/1/2017"
9,171,item 55,"<b>In order to terminate or replace an Assignment of TPP, Security Interest, or Assignment of Commission, Allstate requires written notification. The Allstate Lending Connection® does not provide a release form. Please see the guidelines below. </b>"
9,172,item 56,Dia box
9,173,item 57,"<b>CONTACT INFORMATION

Allstate Lending Connection® Email: Allstatelendingconnection@allstate.com Phone:</b> (847)402-2191 Fax: (877) 347-6175

Mailing Address: Allstate Insurance Company, 2775 Sanders Rd., Northbrook, IL 60062 Attn: Allstate Lending Connection®, Suite B2S"
9,174,footer,© 2015 Allstate Insurance Company                                                                                                      07/1/2017
9,175,item 58,NOTICE OF TERMINATION WEBSITE
9,176,item 59,"The Granting of Security Interest and assignment contracts require an Agency to provide prompt notice to Lender(s) if its relationship with Allstate is terminating. However, as a service to lenders, Allstate publishes a list of Agencies who have active Grantings of Security Interest or Assignments with the Allstate Lending Connection® and who have provided or received a 90 day* notice of termination (or such greater number of days as is required by law). This list is called the Estimated Termination Report. Lenders may find the Estimated Termination Report, which lists Agencies who may be terminating their relationship with Allstate at this url: <a href=""http://www.allstate.com/careers/termagents.aspx"" >http://www.allstate.com/careers/termagents.aspx </a>"
9,177,item 60,"Once an Agency terminates an affiliation with Allstate, their entry will be removed from the list. The information that is provided includes:"
9,178,item 61,"State
Agency name
Agency Address
Lender name
Estimated date of termination
Estimated termination type (Sale of Agency or Termination Payments)"
9,179,item 62,Allstate does not guarantee that the Estimated Termination Report is all inclusive. This is for informational purposes only and does not relieve the Lender from performing any necessary due diligence to protect their interest.
9,180,item 63,"If you have questions regarding the Estimated Termination Report, please contact the Allstate Lending Connection®."
9,181,item 64,<b>Allstate Lending Connection®:</b> Allstatelendingconnection@allstate.com (847) 402-2191
9,182,item 65,* Or such greater number of days as is required by law
9,183,footer,© 2015 Allstate Insurance Company                                                                                                                                                         07/1/2017
